camera_name	image_name	target_id	x_image	y_image
camera_0	camera_0_ts_1769095480307709445.jpg	177	1334.237427	958.098694
camera_0	camera_0_ts_1769095480307709445.jpg	183	1391.914795	365.134644
camera_0	camera_0_ts_1769095480307709445.jpg	189	1421.002930	588.155884
camera_0	camera_0_ts_1769095480307709445.jpg	195	1436.311157	705.736511
camera_0	camera_0_ts_1769095480307709445.jpg	197	1451.460815	828.455505
camera_0	camera_0_ts_1769095480307709445.jpg	201	1464.570679	956.099365
camera_0	camera_0_ts_1769095480307709445.jpg	207	1513.962036	354.885223
camera_0	camera_0_ts_1769095480307709445.jpg	209	1531.911865	464.266968
camera_0	camera_0_ts_1769095480307709445.jpg	215	1549.728394	580.650024
camera_0	camera_0_ts_1769095480307709445.jpg	219	1566.087524	700.187744
camera_0	camera_0_ts_1769095480307709445.jpg	221	1581.461548	823.163818
camera_0	camera_0_ts_1769095480307709445.jpg	225	1592.094360	950.649963
camera_0	camera_0_ts_1769095480307709445.jpg	231	1626.441040	347.600220
camera_0	camera_0_ts_1769095480307709445.jpg	235	1647.481567	456.668610
camera_0	camera_0_ts_1769095480307709445.jpg	237	1667.798950	573.663391
camera_0	camera_0_ts_1769095480307709445.jpg	243	1687.115967	693.639832
camera_0	camera_0_ts_1769095480307709445.jpg	245	1703.551880	816.136536
camera_0	camera_0_ts_1769095480307709445.jpg	249	1715.947144	942.222534
camera_0	camera_0_ts_1769095480307709445.jpg	263	1768.692871	450.723511
camera_0	camera_0_ts_1769095480307709445.jpg	267	1790.030884	565.237061
camera_0	camera_0_ts_1769095480307709445.jpg	275	1824.164673	807.318176
camera_0	camera_0_ts_1769095480908189445.jpg	135	1118.905640	320.351196
camera_0	camera_0_ts_1769095480908189445.jpg	139	1131.265747	431.011810
camera_0	camera_0_ts_1769095480908189445.jpg	141	1144.547241	547.638184
camera_0	camera_0_ts_1769095480908189445.jpg	147	1157.090454	666.530823
camera_0	camera_0_ts_1769095480908189445.jpg	149	1170.396729	788.551758
camera_0	camera_0_ts_1769095480908189445.jpg	159	1238.587646	304.552216
camera_0	camera_0_ts_1769095480908189445.jpg	163	1252.542847	417.265015
camera_0	camera_0_ts_1769095480908189445.jpg	165	1268.109375	535.390686
camera_0	camera_0_ts_1769095480908189445.jpg	169	1282.443726	656.062622
camera_0	camera_0_ts_1769095480908189445.jpg	175	1299.178589	779.843140
camera_0	camera_0_ts_1769095480908189445.jpg	177	1314.706055	909.576050
camera_0	camera_0_ts_1769095480908189445.jpg	183	1360.869507	289.009033
camera_0	camera_0_ts_1769095480908189445.jpg	187	1377.927734	403.234619
camera_0	camera_0_ts_1769095480908189445.jpg	189	1395.745972	523.128784
camera_0	camera_0_ts_1769095480908189445.jpg	195	1413.577148	644.888733
camera_0	camera_0_ts_1769095480908189445.jpg	197	1431.116089	770.681274
camera_0	camera_0_ts_1769095480908189445.jpg	201	1447.965820	901.009705
camera_0	camera_0_ts_1769095480908189445.jpg	207	1486.726196	275.012085
camera_0	camera_0_ts_1769095480908189445.jpg	209	1507.119385	389.336792
camera_0	camera_0_ts_1769095480908189445.jpg	215	1527.256104	510.253479
camera_0	camera_0_ts_1769095480908189445.jpg	219	1545.979736	633.562622
camera_0	camera_0_ts_1769095480908189445.jpg	221	1564.029419	759.572815
camera_0	camera_0_ts_1769095480908189445.jpg	225	1578.144043	889.296387
camera_0	camera_0_ts_1769095480908189445.jpg	231	1601.023315	265.191803
camera_0	camera_0_ts_1769095480908189445.jpg	235	1624.739746	378.110443
camera_0	camera_0_ts_1769095480908189445.jpg	237	1647.673584	498.729187
camera_0	camera_0_ts_1769095480908189445.jpg	243	1669.268921	621.967957
camera_0	camera_0_ts_1769095480908189445.jpg	245	1687.938110	747.228821
camera_0	camera_0_ts_1769095480908189445.jpg	249	1702.845459	875.239929
camera_0	camera_0_ts_1769095480908189445.jpg	263	1747.352783	368.620575
camera_0	camera_0_ts_1769095480908189445.jpg	267	1770.436768	486.906738
camera_0	camera_0_ts_1769095480908189445.jpg	275	1808.895996	733.529846
camera_0	camera_0_ts_1769095481407869445.jpg	135	1122.439331	207.099182
camera_0	camera_0_ts_1769095481407869445.jpg	139	1130.854614	335.330841
camera_0	camera_0_ts_1769095481407869445.jpg	141	1139.633789	465.673950
camera_0	camera_0_ts_1769095481407869445.jpg	147	1148.264648	594.852051
camera_0	camera_0_ts_1769095481407869445.jpg	149	1156.711914	723.470093
camera_0	camera_0_ts_1769095481407869445.jpg	159	1259.658081	186.686554
camera_0	camera_0_ts_1769095481407869445.jpg	163	1268.604126	318.194275
camera_0	camera_0_ts_1769095481407869445.jpg	165	1277.866577	453.298676
